mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
15	15	43	43	1.75	1/4	1/4	Chord	3/4	2	1	7/16		1/4	7/4	247											
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	248											
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	249											
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	250											
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	3	1/8		1/8	1	251									26		
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	3	1/8		1/8	1	252									26		
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	3	1/8		1/8	1	253											
15	15	42	42	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	254											
15	15	85/2	85/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	255											
15	15	87/2	87/2	1.5	3/8	3/8	Chord	3/4	3	1	3/8		1/4	3/2	256											
15	15	42	42	1.0	0	0	Chord	3/4	3	2	1/4		1/4	1	257											
15	15	43	43	0.5	1/4	1/4	Chord	3/4	3	2	1/8		1/8	1	258											
15	15	87/2	87/2	1.0	3/8	3/8	Chord	3/4	3	2	1/4		1/4	1	259											
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	260											
16	16	45	45	0.0	0	0	StaffText	3/4	1	1	0							ritard.								
16	16	45	45	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0			
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	261	ih-								27		
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	262											
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	263	-res										
16	16	47	47	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	264	Ker-										
16	16	191/4	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	265	-kers										
16	16	45	45	0.0	0	0	StaffText	3/4	2	1	0							ritard.								
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	266											
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	267											
16	16	93/2	93/2	0.0	3/8	3/8	Spanner	3/4	2	1	0															9
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	268									28		9
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	269									28		9
16	16	95/2	95/2	0.0	5/8	5/8	Dynamic	3/4	2	1	0						mf							28		
16	16	95/2	95/2	0.0	5/8	5/8	Spanner	3/4	2	1	0													28		
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	270									28		
16	16	45	45	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	271											
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	272											
16	16	46	46	1.5	1/4	1/4	Chord	3/4	2	2	3/8		1/4	3/2	273											
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	274											
16	16	45	45	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	275											
16	16	91/2	91/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	276											
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	277											
16	16	47	47	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	278											
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	279											
16	16	45	45	3.0	0	0	Chord	3/4	3	2	3/4		1/2	3/2	280											
16	16	47	47	1.0	1/2	1/2	Chord	3/4	3	3	1/4		1/4	1	281											
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	282	Gruft.										
17	17	101/2	101/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p									
17	17	101/2	101/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0			
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	283	Da										
17	17	48	48	0.0	0	0	Dynamic	3/4	2	1	0						mp									
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0															10
17	17	48	48	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	284											10
17	17	99/2	99/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						mf									
17	17	99/2	99/2	0.0	3/8	3/8	Spanner	3/4	2	1	0															
17	17	99/2	99/2	0.0	3/8	3/8	Spanner	3/4	2	1	0														4	
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	285										4	
17	17	50	50	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	286										4	
17	17	203/4	203/4	0.0	11/16	11/16	Dynamic	3/4	2	1	0						p									
17	17	203/4	203/4	0.0	11/16	11/16	Spanner	3/4	2	1	0															
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	287											
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	288											
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	289											
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	290											
17	17	48	48	1.0	0	0	Chord	3/4	2	3	1/4		1/4	1	291											
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	292											
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	293											
17	17	48	48	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	294											
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	295											
17	17	49	49	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	296											
17	17	50	50	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	297											
17	17	48	48	1.5	0	0	Chord	3/4	3	2	3/8		1/4	3/2	298									29		
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8		1/8	1	299									29		
17	17	50	50	0.5	1/2	1/2	Chord	3/4	3	2	1/8		1/8	1	300									29		
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	301									29		
17	17	48	48	1.5	0	0	Chord	3/4	3	3	3/8		1/4	3/2	302											
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	303	lau-										
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	304	-schen										
18	18	52	52	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	305	al-										
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	306	-le										
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	307											
18	18	103/2	103/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															11
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	308									30		11
18	18	52	52	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	309									30		11
18	18	53	53	0.0	1/2	1/2	Spanner	3/4	2	1	0													30		
18	18	107/2	107/2	0.0	5/8	5/8	Dynamic	3/4	2	1	0						mf									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	310											
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	311											
18	18	51	51	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	312											
18	18	103/2	103/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	313											
18	18	105/2	105/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	314											
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	315											
18	18	51	51	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	316											
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	317									31		
18	18	52	52	1.5	1/4	1/4	Chord	3/4	3	2	3/8		1/4	3/2	318									31		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	319											
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	320	Her-								32		
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	321									32		
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	322											
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	323	-zen,										
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	324	und										
19	19	54	54	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	325									33		
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	326											
19	19	55	55	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	327											
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	328									34		
19	19	54	54	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	329											
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	330											
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	331											
19	19	54	54	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	332											
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	333											
19	19	55	55	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	334											
19	19	111/2	111/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	335											
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	336											
19	19	54	54	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	337									35		
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	338									35		
19	19	55	55	1.5	1/4	1/4	Chord	3/4	3	2	3/8		1/4	3/2	339											
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	340									36		
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	341	Al-										
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	342	-les										
20	20	58	58	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	343	ist										
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	344	er-										
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	345									34		
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	346									34		
20	20	58	58	1.75	1/4	1/4	Chord	3/4	2	1	7/16		1/4	7/4	347									34		
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	348											
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	349											
20	20	59	59	0.0	1/2	1/2	Spanner	3/4	2	2	0														5	
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	350										5	
20	20	119/2	119/2	0.0	5/8	5/8	Dynamic	3/4	2	2	0						p									
20	20	119/2	119/2	0.0	5/8	5/8	Spanner	3/4	2	2	0															
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	351											
20	20	57	57	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	352											
20	20	115/2	115/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	353											
20	20	117/2	117/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	354											
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	355											
20	20	57	57	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	356											
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	357											
20	20	58	58	1.5	1/4	1/4	Chord	3/4	3	2	3/8		1/4	3/2	358											
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	359											
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	360	-freut,										
21	21	125/2	125/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p									
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	361	doch										
21	21	60	60	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	362									37		
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	363									37		
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	364									37		
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	365									37		
21	21	60	60	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	366											
21	21	61	61	0.0	1/4	1/4	Dynamic	3/4	2	2	0						mp									
21	21	61	61	0.0	1/4	1/4	Spanner	3/4	2	2	0														6	
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	367										6	
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	368										6	
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	369										6	
21	21	125/2	125/2	0.0	5/8	5/8	Dynamic	3/4	2	2	0						p								6	
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	370										6	
21	21	121/2	121/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	371											
21	21	123/2	123/2	1.5	3/8	3/8	Chord	3/4	3	1	3/8		1/4	3/2	372											
21	21	60	60	1.5	0	0	Chord	3/4	3	2	3/8		1/4	3/2	373											
21	21	123/2	123/2	1.0	3/8	3/8	Chord	3/4	3	2	1/4		1/4	1	374											
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	375									38		
22	22	63	63	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	376	kei-										
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	377	-ner										
22	22	65	65	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	378	fühlt										
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	379	die										
22	22	63	63	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	380									37		
22	22	129/2	129/2	0.0	3/8	3/8	Spanner	3/4	2	1	0													37		12
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	381									37		12
22	22	65	65	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	382									37		12
22	22	131/2	131/2	0.0	5/8	5/8	Spanner	3/4	2	1	0													37		
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	383											
22	22	63	63	0.0	0	0	Spanner	3/4	2	2	0															
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	384											
22	22	64	64	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	385											
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	386											
22	22	131/2	131/2	0.0	5/8	5/8	Dynamic	3/4	2	2	0						mp									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	387											
22	22	63	63	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	388											
22	22	127/2	127/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	389											
22	22	129/2	129/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	390											
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	391											
22	22	63	63	1.5	0	0	Chord	3/4	3	2	3/8		1/4	3/2	392									38		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8		1/8	1	393									38		
22	22	65	65	0.5	1/2	1/2	Chord	3/4	3	2	1/8		1/8	1	394									38		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	395											
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	396	Schmer-								39		
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	397									39		
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	398											
23	23	67	67	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	399	-zen,										
23	23	137/2	137/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0			
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	400	im										
23	23	66	66	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	401									40		
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	402									40		
23	23	67	67	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	403											
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	404											
23	23	66	66	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	405											
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	406											
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	407											
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	408											
23	23	66	66	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	409											
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	410											
23	23	67	67	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	411											
23	23	137/2	137/2	0.0	5/8	5/8	Dynamic	3/4	3	1	0						p									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	412											
23	23	66	66	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	413									41		
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8		1/8	1	414									41		
23	23	67	67	1.5	1/4	1/4	Chord	3/4	3	2	3/8		1/4	3/2	415									41		
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	416											
23	23	135/2	135/2	1.0	3/8	3/8	Chord	3/4	3	3	1/4		1/4	1	417											
24	24	69	69	0.0	0	0	StaffText	3/4	1	1	0							ritard.								
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	418	Lied										
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	419	das										
24	24	70	70	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	420	tie-										
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	421	-fe										
24	24	69	69	0.0	0	0	StaffText	3/4	2	1	0							ritard.								
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	422									42		
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	423									42		
24	24	70	70	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	424									42		
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	425											
24	24	70	70	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	426											
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	427											
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	3	1/8		1/8	1	428											
24	24	143/2	143/2	0.0	5/8	5/8	Spanner	3/4	2	3	0														7	
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	2	3	1/16		1/16	1	429										7	
24	24	287/4	287/4	0.0	11/16	11/16	Dynamic	3/4	2	3	0						pp								7	
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	2	3	1/16		1/16	1	430										7	
24	24	69	69	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	431									43		
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	432									43		
24	24	141/2	141/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	433									43		
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	434									43		
24	24	70	70	1.5	1/4	1/4	Chord	3/4	3	2	3/8		1/4	3/2	435											
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	436											
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	437	Leid.										
25	25	73	73	0.0	1/4	1/4	Tempo	3/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0			
25	25	72	72	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	438									44		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	439									44		
25	25	74	74	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	440									44		
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	441									44		
25	25	73	73	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	442											
25	25	72	72	0.0	0	0	Spanner	3/4	2	3	0															
25	25	145/2	145/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0						p									
25	25	145/2	145/2	0.0	1/8	1/8	Spanner	3/4	3	1	0														8	
25	25	145/2	145/2	1.0	1/8	1/8	Chord	3/4	3	1	1/4		1/4	1	443									45	8	
25	25	147/2	147/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0						pp							45		
25	25	147/2	147/2	0.0	3/8	3/8	Spanner	3/4	3	1	0													45		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	444									45		
25	25	74	74	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	445									45		
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	446									45		
25	25	72	72	0.5	0	0	Chord	3/4	3	2	1/8		1/8	1	447											
26	26	75	75	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	448									44		
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	449									44		
26	26	76	76	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	450											
26	26	75	75	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	451											
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	452											
26	26	76	76	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	453											
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	454											
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	455											
26	26	75	75	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	456									45		
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	457									45		
26	26	76	76	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	458											
26	26	153/2	153/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	459											
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	460											
26	26	76	76	2.0	1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	461											
27	27	78	78	0.0	0	0	Spanner	3/4	2	1	0														9	
27	27	78	78	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	462										9	
27	27	78	78	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	463										9	
27	27	78	78	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	464										9	
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	465										9	
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	2	3	1/8		1/8	1	466										9	
27	27	79	79	0.5	1/4	1/4	Chord	3/4	2	3	1/8		1/8	1	467										9	
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	2	3	1/8		1/8	1	468										9	
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	3	1/8		1/8	1	469										9	
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	3	1/8		1/8	1	470										9	
27	27	78	78	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	471											
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	472											
27	27	79	79	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	473											
27	27	78	78	3.0	0	0	Chord	3/4	3	2	3/4		1/2	3/2	474											
27	27	159/2	159/2	1.0	3/8	3/8	Chord	3/4	3	3	1/4		1/4	1	475											
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	3	3	1/8		1/8	1	476											
28	28	81	81	0.0	0	0	Dynamic	3/4	2	1	0						ppp									
28	28	81	81	0.0	0	0	Spanner	3/4	2	1	0															
28	28	81	81	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	477											
28	28	81	81	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	478											
28	28	81	81	3.0	0	0	Chord	3/4	3	2	3/4		1/2	3/2	479											
