mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	492										16					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	493										16					
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	494															
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	495															
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	496															
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	497															
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	498															
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	499															
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	500															
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	501															
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	502															
22	22	84	84	0.0	0	0	Spanner	4/4	3	1	0																		
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	503															
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	504															
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	505															
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	506															
22	22	84	84	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	507										18					
22	22	85	85	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	508										18					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	509										18					
22	22	87	87	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	510															
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	511	künf-														
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	512	-ti-														
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	513	-gem														
23	23	90	90	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f													
23	23	90	90	1.75	1/2	1/2	Chord	4/4	1	1	7/16	1/4	7/4	514	gro-														
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	515	-ssen														
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	516			articAccentAbove												
23	23	90	90	0.0	1/2	1/2	StaffText	4/4	2	1	0							.											
23	23	90	90	1.75	1/2	1/2	Chord	4/4	2	1	7/16	1/4	7/4	517			articAccentAbove												
23	23	735/8	735/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32	1/32	1	518															
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	519															
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	520															
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	521															
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	522															
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	523															
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	524															
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	525															
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	526															
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	527															
23	23	89	89	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	528															
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	529															
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	530															
23	23	91	91	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	531															
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	532															
23	23	88	88	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	533			articAccentBelow												
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	534															
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	535	Glück!														
24	24	92	92	0.0	0	0	Spanner	4/4	2	1	0																	15	
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	536														15	
24	24	369/4	369/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																	15, 16	
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	537										19				15, 16	
24	24	375/4	375/4	0.0	7/16	7/16	Spanner	4/4	2	1	0													19					
24	24	375/4	375/4	0.0	7/16	7/16	Spanner	4/4	2	1	0													19					
24	24	94	94	0.0	1/2	1/2	Dynamic	4/4	2	1	0					mf								19					
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	538										19					
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	539										19					
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	540															
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	541															
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	542															
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	543															
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	544															
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	545															
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	546															
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	547															
24	24	185/2	185/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	548															
24	24	187/2	187/2	0.0	3/8	3/8	Dynamic	4/4	3	1	0					mf													
24	24	187/2	187/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	549															
24	24	189/2	189/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4	1/4	1	550															
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	551															
24	24	92	92	4.0	0	0	Chord	4/4	3	2	1	1	1	552															
25	25	96	96	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	553			articAccentAbove												
25	25	389/4	389/4	0.0	5/16	5/16	Spanner	4/4	2	1	0																		4
25	25	99	99	0.875	3/4	3/4	Chord	4/4	2	1	7/32	1/8	7/4	554															4
25	25	799/8	799/8	0.0	31/32	31/32	Spanner	4/4	2	1	0																		
25	25	799/8	799/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32	1/32	1	555															
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	556															
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	557															
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	558															
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	559															
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	560															
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	561															
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	562															
25	25	399/4	399/4	0.0	15/16	15/16	Dynamic	4/4	2	2	0					mp													
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	563															
25	25	96	96	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	564															
25	25	193/2	193/2	1.5	1/8	1/8	Chord	4/4	3	1	3/8	1/4	3/2	565															
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	566										20					
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	567										20					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	568										20					
25	25	98	98	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	569										20					
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	570										20					
25	25	99	99	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	571										20					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	572															
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	573															
26	26	201/2	201/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	17	
26	26	101	101	0.0	1/4	1/4	Spanner	4/4	2	1	0																	17, 18	
26	26	101	101	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	574										21				17, 18	
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	575										21				17, 18	
26	26	411/4	411/4	0.0	11/16	11/16	Spanner	4/4	2	1	0													21				18	
26	26	103	103	0.0	3/4	3/4	Dynamic	4/4	2	1	0					mf								21					
26	26	103	103	0.0	3/4	3/4	Spanner	4/4	2	1	0													21					
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	576										21					
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	577															
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	578															
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	579															
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	580															
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	581															
26	26	411/4	411/4	0.0	11/16	11/16	Dynamic	4/4	2	2	0					mf													
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	582															
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	583															
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	584															
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	585															
26	26	201/2	201/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	586															
26	26	203/2	203/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	587															
26	26	205/2	205/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4	1/4	1	588															
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	589															
27	27	104	104	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	590			articAccentAbove												
27	27	107	107	0.875	3/4	3/4	Chord	4/4	2	1	7/32	1/8	7/4	591															
27	27	863/8	863/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32	1/32	1	592															
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	593															
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	594															
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	595															
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	596															
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	597															
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	598															
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	599															
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	600															
27	27	104	104	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	601															
27	27	209/2	209/2	1.5	1/8	1/8	Chord	4/4	3	1	3/8	1/4	3/2	602															
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	603										22					
27	27	105	105	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	604										22					
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	605										22					
27	27	106	106	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	606										22					
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	607										22					
27	27	107	107	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	608										22					
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	609															
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0																	19	
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	610														19	
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	611										23				19	
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	2	1	0													23					
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	612										23					
28	28	441/4	441/4	0.0	9/16	9/16	Dynamic	4/4	2	1	0					mf								23					
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	613										23					
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	614															
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	615															
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	616															
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	617															
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	618															
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	619															
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	620															
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	621															
28	28	108	108	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	622															
28	28	217/2	217/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	623															
28	28	219/2	219/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	624															
28	28	221/2	221/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4	1/4	1	625															
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	626															
28	28	108	108	4.0	0	0	Chord	4/4	3	2	1	1	1	627															
29	29	112	112	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0						
29	29	113	113	0.0	1/4	1/4	Tempo	4/4	1	1	0								ritard.	65.0			1.0						
29	29	114	114	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0						
29	29	115	115	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0						
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	628															
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	629															
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	630															
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	631															
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	632															
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	633															
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	634															
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	635															
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	636															
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	637															
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	638															
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	639															
29	29	112	112	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	640															
29	29	225/2	225/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	641															
29	29	227/2	227/2	0.0	3/8	3/8	Spanner	4/4	3	1	0																	20	
29	29	227/2	227/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	642										24				20	
29	29	229/2	229/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0					f								24					
29	29	229/2	229/2	0.0	5/8	5/8	Spanner	4/4	3	1	0													24					
29	29	229/2	229/2	0.0	5/8	5/8	Spanner	4/4	3	1	0													24					5
29	29	229/2	229/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4	1/4	1	643										24					5
29	29	231/2	231/2	0.0	7/8	7/8	Dynamic	4/4	3	1	0					mf													
29	29	231/2	231/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																		
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	644															
29	29	112	112	4.0	0	0	Chord	4/4	3	2	1	1	1	645															
30	30	116	116	4.0	0	0	Chord	4/4	2	1	1	1	1	646															
30	30	116	116	4.0	0	0	Chord	4/4	3	1	1	1	1	647															
