mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	3	2	1/16		1/16	1	692														
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	3	2	1/16		1/16	1	693														
28	28	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	694														
28	28	163/3	163/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	695														
28	28	109/2	109/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	696														
28	28	164/3	164/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	697														
28	28	329/6	329/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	698														
28	28	55	55	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	699														
28	28	331/6	331/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	700														
28	28	166/3	166/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	701														
28	28	111/2	111/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	702														
28	28	167/3	167/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	703														
28	28	335/6	335/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	704														
28	28	54	54	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	705														
28	28	217/4	217/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																	22	
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	706													22	
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	707													22	
28	28	219/4	219/4	0.0	3/16	3/16	Spanner	2/4	3	1	0																		
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	708														
28	28	55	55	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	709														
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	710														
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	711														
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	712														
28	28	54	54	2.0	0	0	Chord	2/4	3	2	1/2		1/2	1	713														
29	29	337/6	337/6	0.0	1/24	1/24	Tempo	2/4	1	1	0										T	50.0	0.0						
29	29	337/6	337/6	0.0	1/24	1/24	Spanner	2/4	2	1	0																4		
29	29	337/6	337/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	714												4		
29	29	169/3	169/3	0.0	1/12	1/12	Spanner	2/4	2	1	0																		
29	29	169/3	169/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	715														
29	29	113/2	113/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	716														
29	29	170/3	170/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	717														
29	29	341/6	341/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	718														
29	29	57	57	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	719														
29	29	343/6	343/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	720														
29	29	172/3	172/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	721														
29	29	115/2	115/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	722														
29	29	173/3	173/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	723														
29	29	347/6	347/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	724														
29	29	56	56	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	725														
29	29	56	56	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	726														
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	727														
29	29	113/2	113/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																		2
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	728														2
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	729														2
29	29	57	57	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	730														2
29	29	229/4	229/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																		
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	731														
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	732														
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	733														
29	29	56	56	2.0	0	0	Chord	2/4	3	2	1/2		1/2	1	734									29					
30	30	58	58	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	735														
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	736									30					
30	30	58	58	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	737														
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	738														
30	30	58	58	0.0	0	0	Dynamic	2/4	3	1	0						p												
30	30	58	58	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	739														
30	30	59	59	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	740														
30	30	58	58	1.0	0	0	Chord	2/4	3	2	1/4		1/4	1	741														
31	31	60	60	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	742														
31	31	60	60	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	743														
31	31	60	60	1.0	0	0	Chord	2/4	2	3	1/4		1/4	1	744														
31	31	60	60	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	745														
31	31	60	60	1.0	0	0	Chord	2/4	3	2	1/4		1/4	1	746														
