mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
9	9	33/2	33/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	224														
9	9	50/3	50/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	225														
9	9	101/6	101/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	226														
9	9	17	17	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	227														
9	9	103/6	103/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	228														
9	9	52/3	52/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	229														
9	9	35/2	35/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	230														
9	9	53/3	53/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	231														
9	9	107/6	107/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	232														
10	10	18	18	0.0	0	0	Dynamic	2/4	1	1	0						p												
10	10	18	18	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	233	Jauch-													
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	234	-zen													
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	235	möcht'													
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	236	ich,													
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	237	möch-													
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	238	-te													
10	10	18	18	0.0	0	0	Dynamic	2/4	2	1	0						p												
10	10	18	18	0.0	0	0	Spanner	2/4	2	1	0																		
10	10	73/4	73/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																	7	
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	239									11				7	
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	240									11				7	
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	241									11				7	
10	10	19	19	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	242									11				7	
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	243									11				7	
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	244									11				7	
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	245									11				7	
10	10	73/4	73/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16		1/8	3/2	246													7	
10	10	19	19	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	247													7	
10	10	18	18	0.0	0	0	Spanner	2/4	3	1	0														1	1			
10	10	18	18	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	248										1	1			
10	10	109/6	109/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	249										1	1			
10	10	55/3	55/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	250										1	1			
10	10	37/2	37/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	251										1	1			
10	10	56/3	56/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	252										1	1			
10	10	113/6	113/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	253										1	1			
10	10	19	19	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	254										1	1			
10	10	115/6	115/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	255										1	1			
10	10	58/3	58/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	256										1	1			
10	10	39/2	39/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	257										1	1			
10	10	59/3	59/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	258										1	1			
10	10	119/6	119/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	259										1	1			
11	11	20	20	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	260	wei-													
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	261	-nen,													
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	262	ist													
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	263	mir's													
11	11	20	20	0.0	0	0	Spanner	2/4	2	1	0																		
11	11	20	20	0.0	0	0	Spanner	2/4	2	1	0																	8	
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	264													8	
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	265									12				8	
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	266									12				8	
11	11	21	21	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	267									12				8	
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	268									12				8	
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	269									12				8	
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	270									12				8	
11	11	20	20	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	271													8	
11	11	20	20	0.25	0	0	Chord	2/4	2	3	1/16		1/16	1	272													8	
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	2	3	1/16		1/16	1	273													8	
11	11	20	20	0.0	0	0	Spanner	2/4	3	1	0																		
11	11	20	20	0.0	0	0	Spanner	2/4	3	1	0														2	2			
11	11	20	20	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	274										2	2			
11	11	121/6	121/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	275										2	2			
11	11	61/3	61/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	276										2	2			
11	11	41/2	41/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	277										2	2			
11	11	62/3	62/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	278										2	2			
11	11	125/6	125/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	279										2	2			
11	11	21	21	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	280										2	2			
11	11	127/6	127/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	281										2	2			
11	11	64/3	64/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	282										2	2			
11	11	43/2	43/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	283										2	2			
11	11	65/3	65/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	284										2	2			
11	11	131/6	131/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	285										2	2			
12	12	22	22	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	286	doch,													
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	287	als													
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	288	könnt's								13					
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	289									13					
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	290														
12	12	95/4	95/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																	9	
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	291	nicht												9	
12	12	22	22	0.0	0	0	Spanner	2/4	2	1	0																		
12	12	22	22	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	292														
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	293									14					
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	294									14					
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	295									14					
12	12	23	23	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	296									14					
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	297									14					
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	298									14					
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	299									14					
12	12	89/4	89/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16		1/8	3/2	300														
12	12	23	23	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	301														
12	12	22	22	0.0	0	0	Spanner	2/4	3	1	0														3	3			
12	12	22	22	0.0	0	0	Spanner	2/4	3	1	0														3	3			
12	12	22	22	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	302										3	3			
12	12	133/6	133/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	303										3	3			
12	12	67/3	67/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	304										3	3			
12	12	45/2	45/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	305										3	3			
12	12	68/3	68/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	306										3	3			
12	12	137/6	137/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	307										3	3			
12	12	23	23	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	308										3	3			
12	12	139/6	139/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	309										3	3			
12	12	70/3	70/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	310										3	3			
12	12	47/2	47/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	311										3	3			
12	12	71/3	71/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	312										3	3			
12	12	143/6	143/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	313										3	3			
13	13	24	24	0.0	0	0	Spanner	2/4	1	1	0																		
13	13	24	24	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	314														
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	315	sein!													
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	316	Al-													
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	317	-le													
13	13	24	24	0.0	0	0	Spanner	2/4	2	1	0																	10	
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	318													10	
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	319									15				10	
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	320									15				10	
13	13	25	25	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	321									15				10	
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	322									15				10	
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	323									15				10	
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	324													10	
13	13	24	24	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	325													10	
13	13	24	24	0.25	0	0	Chord	2/4	2	3	1/16		1/16	1	326													10	
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	2	3	1/16		1/16	1	327													10	
13	13	24	24	0.0	0	0	Spanner	2/4	3	1	0																		
13	13	24	24	0.0	0	0	Spanner	2/4	3	1	0														4	4			
13	13	24	24	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	328										4	4			
13	13	145/6	145/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	329										4	4			
13	13	73/3	73/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	330										4	4			
13	13	49/2	49/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	331										4	4			
13	13	74/3	74/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	332										4	4			
13	13	149/6	149/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	333										4	4			
13	13	25	25	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	334										4	4			
13	13	151/6	151/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	335										4	4			
13	13	76/3	76/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	336										4	4			
13	13	51/2	51/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	337										4	4			
13	13	77/3	77/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	338										4	4			
13	13	155/6	155/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	339										4	4			
14	14	26	26	0.0	0	0	Spanner	2/4	1	1	0																	11	
14	14	26	26	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	340	Wun-								16				11	
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	341													11	
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	342	-der												11	
14	14	27	27	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	343	wie-												11	
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	344	-der												11	
14	14	26	26	0.0	0	0	Spanner	2/4	2	1	0																		
14	14	157/6	157/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	345														
14	14	79/3	79/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	346														
14	14	80/3	80/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	347														
14	14	161/6	161/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	348														
14	14	163/6	163/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	349														
14	14	82/3	82/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	350														
14	14	55/2	55/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	351														
14	14	83/3	83/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	352														
14	14	167/6	167/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	353														
14	14	26	26	0.0	0	0	Spanner	2/4	3	1	0																		
14	14	26	26	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	354														
14	14	157/6	157/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	355														
14	14	79/3	79/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	356														
14	14	53/2	53/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	357														
14	14	80/3	80/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	358														
14	14	161/6	161/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	359														
14	14	163/6	163/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	360														
14	14	82/3	82/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	361														
14	14	55/2	55/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	362														
14	14	83/3	83/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	363														
14	14	167/6	167/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	364														
15	15	28	28	0.0	0	0	Spanner	2/4	1	1	0																		
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	365	schei-													
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	366	-nen													
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	367	mit													
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	368	dem													
15	15	169/6	169/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	369														
15	15	85/3	85/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	370														
15	15	57/2	57/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	371														
15	15	86/3	86/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	372														
15	15	173/6	173/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	373														
15	15	175/6	175/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	374														
15	15	88/3	88/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	375														
15	15	59/2	59/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	376														
15	15	89/3	89/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	377														
15	15	179/6	179/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	378														
15	15	28	28	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	379														
15	15	169/6	169/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	380														
15	15	85/3	85/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	381														
15	15	57/2	57/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	382														
15	15	86/3	86/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	383														
15	15	173/6	173/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	384														
15	15	175/6	175/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	385														
15	15	88/3	88/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	386														
15	15	59/2	59/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	387														
15	15	89/3	89/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	388														
15	15	179/6	179/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	389														
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	390	Mon-													
16	16	31	31	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	391														
16	16	125/4	125/4	0.0	5/16	5/16	Tempo	2/4	1	1	0										T	50.0	0.0						
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	392	-des-													
16	16	63/2	63/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																2		
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	393	-glanz											2		
16	16	127/4	127/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																		
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	394	her-													
16	16	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	395														
16	16	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	396														
16	16	61/2	61/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	397														
16	16	92/3	92/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	398														
16	16	185/6	185/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	399														
16	16	31	31	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	400														
16	16	125/4	125/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																3		
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	401			articStaccatoAbove						17			3		
16	16	63/2	63/2	0.0	3/8	3/8	Spanner	2/4	2	1	0													17					
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	402			articStaccatoAbove						17					
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	403			articStaccatoAbove											
16	16	30	30	0.0	0	0	Dynamic	2/4	3	1	0						f												
16	16	30	30	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	404														
16	16	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	405														
16	16	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	406														
16	16	61/2	61/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	407														
16	16	92/3	92/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	408														
16	16	185/6	185/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	409														
16	16	31	31	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	410														
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	411			articStaccatoBelow						18					
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	412			articStaccatoBelow						18					
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	413			articStaccatoBelow											
17	17	32	32	0.0	0	0	SystemText	2/4	1	1	0									Im Tempo									
17	17	32	32	0.0	0	0	Tempo	2/4	1	1	0										T	60.0	0.0						
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	414	-ein.													
17	17	193/6	193/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	415														
17	17	97/3	97/3	0.0	1/12	1/12	Spanner	2/4	2	1	0																	12	
17	17	97/3	97/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	416													12	
17	17	65/2	65/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	417													12	
17	17	98/3	98/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	418													12	
17	17	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	419													12	
17	17	33	33	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	420													12	
17	17	199/6	199/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	421													12	
17	17	100/3	100/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	422													12	
17	17	67/2	67/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	423													12	
17	17	101/3	101/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	424													12	
17	17	203/6	203/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	425													12	
17	17	32	32	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	426														
17	17	193/6	193/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	427														
17	17	97/3	97/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	428														
17	17	65/2	65/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	429														
17	17	98/3	98/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	430														
17	17	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	431														
17	17	33	33	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	432														
17	17	199/6	199/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	433														
17	17	100/3	100/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	434														
17	17	67/2	67/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	435														
17	17	101/3	101/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	436														
17	17	203/6	203/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	437														
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	438	Und													
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	439	der													
18	18	34	34	0.0	0	0	Spanner	2/4	2	1	0																		
18	18	205/6	205/6	0.0	1/24	1/24	Spanner	2/4	2	1	0																	13	
18	18	205/6	205/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	440													13	
18	18	103/3	103/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	441													13	
18	18	69/2	69/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	442													13	
18	18	104/3	104/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	443													13	
18	18	209/6	209/6	0.0	5/24	5/24	Spanner	2/4	2	1	0																		
18	18	209/6	209/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	444														
18	18	35	35	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	445														
18	18	211/6	211/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	446														
18	18	106/3	106/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	447														
18	18	71/2	71/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	448														
18	18	107/3	107/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	449														
18	18	215/6	215/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	450														
18	18	34	34	0.0	0	0	Dynamic	2/4	3	1	0						sf												
18	18	34	34	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	451														
18	18	205/6	205/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	452														
