mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	pedal	Pedal_Mit Pedal.	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	473								31		31		
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	3	1	0																
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	3	1	0												32		32		
21	21	82	82	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	474							91	32		32		
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	475							91	32		32		
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	476							91	32		32		
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	477								32		32		
21	21	83	83	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	478							92	32		32		
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	479							92	32		32		
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	480							92	32		32		
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	481								32		32		
22	22	84	84	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	482	Kei-											
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	483	-ner											
22	22	86	86	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	484												
22	22	86	86	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	485												
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	486	kennt											
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	487	mich											
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	488	mehr											
22	22	85	85	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	489												
22	22	87	87	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	490												
22	22	84	84	0.0	0	0	Spanner	4/4	3	1	0																
22	22	84	84	0.0	0	0	Spanner	4/4	3	1	0												33		33		
22	22	84	84	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	491							93	33		33		
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	492							93	33		33		
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	493							93	33		33		
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	494								33		33		
22	22	85	85	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	495							94	33		33		
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	496							94	33		33		
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	497							94	33		33		
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	498								33		33		
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	3	1	0																
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	3	1	0												34		34		
22	22	86	86	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	499							95	34		34		
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	500							95	34		34		
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	501							95	34		34		
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	502								34		34		
22	22	87	87	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	503							96	34		34		
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	504							96	34		34		
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	505							96	34		34		
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	506								34		34		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	507	hier,											
23	23	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	508	und											
23	23	89	89	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	509												
23	23	91	91	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	510												
23	23	88	88	0.0	0	0	Spanner	4/4	3	1	0																
23	23	88	88	0.0	0	0	Spanner	4/4	3	1	0												35		35		
23	23	88	88	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	511							97	35		35		
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	512							97	35		35		
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	513							97	35		35		
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	514								35		35		
23	23	89	89	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	515							98	35		35		
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	516							98	35		35		
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	517							98	35		35		
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	518								35		35		
23	23	90	90	0.0	1/2	1/2	Spanner	4/4	3	1	0																
23	23	90	90	0.0	1/2	1/2	Spanner	4/4	3	1	0												36		36		
23	23	90	90	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	519							99	36		36		
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	520							99	36		36		
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	521							99	36		36		
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	522								36		36		
23	23	91	91	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	523							100	36		36		
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	524							100	36		36		
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	525							100	36		36		
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	526								36		36		
24	24	92	92	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	527	Kei-											
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	528	-ner											
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	529	kennt											
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	530	mich											
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	531	mehr											
24	24	93	93	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	532												
24	24	95	95	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	533												
24	24	92	92	0.0	0	0	Spanner	4/4	3	1	0																
24	24	92	92	0.0	0	0	Spanner	4/4	3	1	0												37		37		
24	24	92	92	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	534							101	37		37		
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	535							101	37		37		
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	536							101	37		37		
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	537								37		37		
24	24	93	93	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	538							102	37		37		
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	539							102	37		37		
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	540							102	37		37		
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	541								37		37		
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	3	1	0																
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	3	1	0												38		38		
24	24	94	94	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	542							103	38		38		
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	543							103	38		38		
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	544							103	38		38		
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	545								38		38		
24	24	95	95	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	546							104	38		38		
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	547							104	38		38		
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	548							104	38		38		
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	549								38		38		
25	25	96	96	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	550	hier.											
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	551							105					
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	552							105					
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	553							105					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	554							105					
25	25	96	96	0.0	0	0	Spanner	4/4	3	1	0																
25	25	96	96	0.0	0	0	Spanner	4/4	3	1	0												39		39		
25	25	96	96	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	555							106	39		39		
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	556							106	39		39		
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	557							106	39		39		
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	558								39		39		
25	25	97	97	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	559							107	39		39		
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	560							107	39		39		
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	561							107	39		39		
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	562								39		39		
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	3	1	0																
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	3	1	0												40		40		
25	25	98	98	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	563							108	40		40		
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	564							108	40		40		
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	565							108	40		40		
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	566								40		40		
25	25	99	99	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	567							109	40		40		
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	568							109	40		40		
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	569							109	40		40		
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	570								40		40		
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	571												
26	26	101	101	0.0	1/4	1/4	Spanner	4/4	2	1	0																3
26	26	101	101	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	572							110					3
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	573							110					3
26	26	103	103	0.0	3/4	3/4	Spanner	4/4	2	1	0											110	41		41		3
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	574							110	41		41		3
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	575							110	41		41		3
26	26	100	100	0.0	0	0	Spanner	4/4	3	1	0																
26	26	100	100	0.0	0	0	Spanner	4/4	3	1	0												42		42		
26	26	100	100	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	576							111	42		42		
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	577							111	42		42		
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	578							111	42		42		
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	579								42		42		
26	26	101	101	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	580							112	42		42		
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	581							112	42		42		
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	582							112	42		42		
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	583								42		42		
26	26	102	102	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	584							113	42		42		
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	585							113	42		42		
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	586							113	42		42		
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	587								42		42		
26	26	103	103	0.0	3/4	3/4	Spanner	4/4	3	1	0																
26	26	103	103	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	588							114					
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	589							114					
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	590							114					
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	591												
27	27	104	104	0.0	0	0	Spanner	4/4	2	1	0																3
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	592												3
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	593							115					3
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	594							115					3
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	595												3
27	27	429/4	429/4	0.75	13/16	13/16	Chord	4/4	2	2	3/16		1/8	3/2	596												3
27	27	104	104	0.0	0	0	Spanner	4/4	3	1	0												43		43		
27	27	104	104	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	597							116	43		43		
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	598							116	43		43		
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	599							116	43		43		
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	600								43		43		
27	27	105	105	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	601							117	43		43		
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	602							117	43		43		
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	603							117	43		43		
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	604								43		43		
27	27	106	106	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	605							118	43		43		
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	606							118	43		43		
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	607							118	43		43		
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	608								43		43		
27	27	107	107	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	609								43		43		
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	610								43		43		
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	611								43		43		
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	612								43		43		
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	613								43		43		
27	27	104	104	4.0	0	0	Chord	4/4	3	3	1		1	1	614								43		43		
28	28	108	108	4.0	0	0	Chord	4/4	2	1	1		1	1	615												3
28	28	112	112	0.0	1	1	Spanner	4/4	2	1	0																
28	28	108	108	4.0	0	0	Chord	4/4	3	1	1		1	1	616								43		43		
28	28	112	112	0.0	1	1	Spanner	4/4	3	1	0																
