mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
27	27	39	39	0.0	0	0	Chord	3/8	3	1	0	grace16	1/16	1	253												
27	27	39	39	0.0	0	0	Chord	3/8	3	1	0	grace16	1/16	1	254												
27	27	39	39	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	255												
28	28	83/2	83/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						p										
28	28	83/2	83/2	0.0	1/4	1/4	Tempo	3/8	1	1	0									𝅘𝅥𝅮=60	30.0	𝅘𝅥𝅮	60.0	0.0			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	256	Die											
28	28	81/2	81/2	0.0	0	0	Spanner	3/8	2	1	0																4
28	28	81/2	81/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	257			articStaccatoAbove									4
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	258			articStaccatoAbove									4
28	28	41	41	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	259			articStaccatoAbove									4
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	260			articStaccatoAbove									4
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	261			articStaccatoAbove									4
28	28	167/4	167/4	0.0	5/16	5/16	Dynamic	3/8	2	1	0						mp										4
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	262			articStaccatoAbove									4
28	28	81/2	81/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	263												
29	29	42	42	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	264	Luft											
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	265	ging											
29	29	42	42	0.0	0	0	Spanner	3/8	2	1	0																
29	29	42	42	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	266												
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	267												
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	268												
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	269												
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	270												
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	271												
29	29	42	42	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	272										19		
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	273	durch									20		
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	274										20		
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	275										20		
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	276										20		
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	277	die											
30	30	87/2	87/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	278												
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	279												
30	30	44	44	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	280												
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	281												
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	282												
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	283												
30	30	44	44	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	284										19		
30	30	87/2	87/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	285												
30	30	44	44	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	286												
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	287												
31	31	45	45	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	288	Fel-											
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	289	-der,											
31	31	45	45	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	290												
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	291												
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	292												
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	293												
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	294												
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	295												
31	31	45	45	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	296										19		
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	297	die											
32	32	93/2	93/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	298												
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	299												
32	32	47	47	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	300												
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	301												
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	302												
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	303												
32	32	93/2	93/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	304										21		
32	32	93/2	93/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	305												
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	306												
33	33	48	48	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	307	Aeh-											
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	308	-ren											
33	33	48	48	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	309												
33	33	193/4	193/4	0.0	1/16	1/16	Spanner	3/8	2	1	0																5
33	33	193/4	193/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	310												5
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	311												5
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	312												5
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	313												5
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	314												5
33	33	48	48	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	315										21		
33	33	48	48	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	316												
33	33	48	48	1.0	0	0	Chord	3/8	3	3	1/4		1/4	1	317												
33	33	49	49	0.5	1/4	1/4	Chord	3/8	3	3	1/8		1/8	1	318												
34	34	99/2	99/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	319	wog-									22		
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	320												
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	321	-ten											
34	34	99/2	99/2	0.0	0	0	Spanner	3/8	2	1	0																
34	34	99/2	99/2	0.0	0	0	Spanner	3/8	2	1	0															2	
34	34	99/2	99/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	322											2	
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	323											2	
34	34	50	50	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	324											2	
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	325											2	
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	326											2	
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	327											2	
34	34	99/2	99/2	0.0	0	0	Dynamic	3/8	3	1	0						mp								21		
34	34	99/2	99/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	328										21		
34	34	99/2	99/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	329												
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	330												
35	35	51	51	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	331	sacht,											
35	35	51	51	0.0	0	0	Dynamic	3/8	2	1	0						p										
35	35	51	51	0.0	0	0	Spanner	3/8	2	1	0																
35	35	51	51	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	332												
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	333												
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	334												
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	335												
35	35	52	52	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	336												
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	337												
35	35	51	51	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	338												
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	339	es											
36	36	105/2	105/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	340												
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	341												
36	36	53	53	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	342												
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	343												
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	344												
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	345												
36	36	105/2	105/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	346												
37	37	54	54	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	347	rausch-											
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	348	-ten											
37	37	54	54	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	349												
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	350												
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	351												
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	352												
37	37	55	55	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	353												
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	354												
37	37	54	54	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	355												
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	356	leis'									23		
38	38	56	56	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	357										23		
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	358										23		
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	359												
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	360	die											
38	38	111/2	111/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	361												
38	38	223/4	223/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	362												
38	38	56	56	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	363												
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	364												
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	365												
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	366												
38	38	111/2	111/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	367										24		
38	38	111/2	111/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	368												
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	369												
39	39	57	57	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	370	Wäl-											
39	39	58	58	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	371	-der,											
39	39	57	57	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	372												
39	39	229/4	229/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	373												
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	374												
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	375												
39	39	58	58	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	376												
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	377												
39	39	57	57	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	378												
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	379	so											
40	40	117/2	117/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	380												
40	40	235/4	235/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	381												
40	40	59	59	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	382												
40	40	237/4	237/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	383												
40	40	119/2	119/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	384												
40	40	239/4	239/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	385												
40	40	117/2	117/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	386										25		
40	40	117/2	117/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	387												
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	388												
41	41	60	60	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	389	stern-											
41	41	61	61	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	390	-klar											
41	41	60	60	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	391												
41	41	241/4	241/4	0.0	1/16	1/16	Spanner	3/8	2	1	0																6
41	41	241/4	241/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	392												6
41	41	121/2	121/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	393												6
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	394												6
41	41	61	61	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	395												6
41	41	245/4	245/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	396												6
41	41	60	60	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	397										25		
41	41	60	60	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	398												
41	41	60	60	1.0	0	0	Chord	3/8	3	3	1/4		1/4	1	399												
41	41	61	61	0.5	1/4	1/4	Chord	3/8	3	3	1/8		1/8	1	400												
42	42	123/2	123/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	401	war		ornamentShortTrill							26		
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	402												
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	403	die											
42	42	123/2	123/2	0.0	0	0	Spanner	3/8	2	1	0																
42	42	123/2	123/2	0.0	0	0	Spanner	3/8	2	1	0															3	
42	42	123/2	123/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	404											3	
42	42	247/4	247/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	405											3	
42	42	62	62	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	406											3	
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	407											3	
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	408											3	
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	409											3	
42	42	123/2	123/2	0.0	0	0	Dynamic	3/8	3	1	0						mp								25		
42	42	123/2	123/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	410										25		
42	42	123/2	123/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	411												
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	412												
43	43	63	63	0.0	0	0	StaffText	3/8	1	1	0								ritard.								
43	43	63	63	0.0	0	0	Tempo	3/8	1	1	0									𝅘𝅥𝅮=56	28.0	𝅘𝅥𝅮	56.0	0.0			
43	43	63	63	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	413	Nacht.											
43	43	63	63	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	414											3	
43	43	253/4	253/4	0.0	1/16	1/16	Spanner	3/8	2	1	0																
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	415												
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	416												
43	43	255/4	255/4	0.0	3/16	3/16	StaffText	3/8	2	1	0								ritard.								
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	417												
43	43	64	64	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	418												
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	419												
43	43	63	63	0.0	0	0	Dynamic	3/8	3	1	0						p										
43	43	63	63	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	420												
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	421												
43	43	64	64	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	422												
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	423												
43	43	63	63	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	424												
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	425	Und											
44	44	129/2	129/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	426												
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	427												
44	44	65	65	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	428												
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	429												
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	430												
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	431												
44	44	129/2	129/2	0.0	0	0	Spanner	3/8	3	1	0																7
44	44	129/2	129/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	432												7
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	433												7
44	44	65	65	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	434												7
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	435												7
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	436												7
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	437												7
45	45	66	66	0.0	0	0	Spanner	3/8	1	1	0																8
45	45	66	66	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	438	mei-											8
45	45	67	67	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	439	-ne											8
45	45	66	66	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	440												
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	441												
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	442												
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	443												
45	45	67	67	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	444												
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	445												
45	45	66	66	0.0	0	0	Dynamic	3/8	3	1	0						mp										
45	45	66	66	0.0	0	0	Spanner	3/8	3	1	0																
45	45	66	66	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	446												
45	45	265/4	265/4	0.0	1/16	1/16	Spanner	3/8	3	1	0																9
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	447												9
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	448												9
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	449												9
45	45	67	67	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	450												9
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	451												9
46	46	135/2	135/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	452	See-									27		8
46	46	68	68	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	453										27		8
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	454										27		8
46	46	137/2	137/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16	1/16	1	455												8
46	46	137/2	137/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16	1/16	1	456												8
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	457												8
46	46	275/4	275/4	0.0	5/16	5/16	Dynamic	3/8	1	1	0						mf										
46	46	275/4	275/4	0.0	5/16	5/16	Spanner	3/8	1	1	0																
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	458	-le											
46	46	135/2	135/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	459												
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	460												
46	46	68	68	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	461												
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	462												
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	463												
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	464												
46	46	135/2	135/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	465												9
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	466												9
46	46	68	68	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	467												9
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	468												9
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	469												9
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	470												9
47	47	69	69	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	471	spann-											
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	472	-te											
47	47	69	69	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	473												
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	474										28		
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	475										28		
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	476										28		
47	47	70	70	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	477										28		
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	478										28		
47	47	69	69	0.0	0	0	Dynamic	3/8	3	1	0						mf										
47	47	69	69	0.0	0	0	Spanner	3/8	3	1	0																
47	47	69	69	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	479												
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	480												
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	481												
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	482												
47	47	70	70	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	483												
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	484												
48	48	141/2	141/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	485										28		
48	48	283/4	283/4	0.5	1/16	1/16	Chord	3/8	2	1	1/8		1/8	1	486										28		
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	487										28		
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	488										28		
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	489												
48	48	141/2	141/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	490												
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	2	2	1/16		1/16	1	491												
48	48	71	71	0.25	1/8	1/8	Chord	3/8	2	2	1/16		1/16	1	492												
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	2	2	1/16		1/16	1	493												
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	494												
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	495												
48	48	141/2	141/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	496												
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	497												
48	48	71	71	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	498										29		
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	499										29		
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	500												
48	48	71	71	0.25	1/8	1/8	Chord	3/8	3	2	1/16		1/16	1	501												
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	3	2	1/16		1/16	1	502												
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	3	2	1/16		1/16	1	503												
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	3	2	1/16		1/16	1	504												
49	49	72	72	0.0	0	0	Dynamic	3/8	1	1	0						mp										
49	49	72	72	0.0	0	0	Spanner	3/8	1	1	0																10
49	49	72	72	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	505	weit											10
49	49	145/2	145/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	506	ih-											10
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	507	-re											10
49	49	72	72	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	508												
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	509												
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	510												
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	511												
49	49	73	73	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	512												
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	513												
49	49	72	72	0.0	0	0	Dynamic	3/8	3	1	0						p										
