mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	crescendo_hairpin	decrescendo_hairpin
15	15	117/4	117/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	181													
15	15	119/4	119/4	0.0	7/16	7/16	Dynamic	2/4	2	1	0					mp											
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	182													
15	15	28	28	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	183													
15	15	113/4	113/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	184													
15	15	115/4	115/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	185													
15	15	117/4	117/4	0.0	5/16	5/16	Dynamic	2/4	3	1	0					f											
15	15	117/4	117/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																2
15	15	117/4	117/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	186													2
15	15	119/4	119/4	0.0	7/16	7/16	Spanner	2/4	3	1	0																
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	187													
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	188	und										0		
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	189	zu										0		
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	190	dir										0		
16	16	31	31	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	191	ei-										0		
16	16	127/4	127/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	192	-lig												
16	16	30	30	0.0	0	0	Spanner	2/4	2	1	0															8	
16	16	30	30	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	193												8	
16	16	121/4	121/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	194												8	
16	16	123/4	123/4	0.0	3/16	3/16	Dynamic	2/4	2	1	0					mf											
16	16	123/4	123/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																
16	16	123/4	123/4	0.5	3/16	3/16	Chord	2/4	2	1	1/8	1/8	1	195													
16	16	125/4	125/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	196													
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	197													
16	16	30	30	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	198													
16	16	121/4	121/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	199													
16	16	123/4	123/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	200													
16	16	125/4	125/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																3
16	16	125/4	125/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	201													3
16	16	127/4	127/4	0.0	7/16	7/16	Spanner	2/4	3	1	0																
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	202													
17	17	32	32	0.0	0	0	StaffText	2/4	1	1	0							ritard.									
17	17	32	32	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	203	zieht.												
17	17	67/2	67/2	0.0	3/8	3/8	Tempo	2/4	1	1	0								ImTempo.	40.0			1.0				
17	17	67/2	67/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					mp											
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	204	Dein												
17	17	32	32	0.0	0	0	StaffText	2/4	2	1	0							ritard.									
17	17	32	32	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	205													
17	17	129/4	129/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	206													
17	17	131/4	131/4	0.5	3/16	3/16	Chord	2/4	2	1	1/8	1/8	1	207													
17	17	133/4	133/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	208													
17	17	135/4	135/4	0.0	7/16	7/16	StaffText	2/4	2	1	0							<i><b/></i><b>Im Tempo.</b>									
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	209													
17	17	32	32	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	210													
17	17	129/4	129/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	211													
17	17	131/4	131/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	212													
17	17	133/4	133/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	213													
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	214													
18	18	34	34	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	215	Bild-												
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	216	-niss												
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	217	wun-												
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	218	-der-												
18	18	34	34	0.0	0	0	Dynamic	2/4	2	1	0					p											
18	18	137/4	137/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	219													
18	18	139/4	139/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	220													
18	18	141/4	141/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	221													
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	222													
18	18	34	34	1.0	0	0	Chord	2/4	3	2	1/4	1/4	1	223										9			
18	18	35	35	0.5	1/4	1/4	Chord	2/4	3	2	1/8	1/8	1	224										9			
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	3	2	1/8	1/8	1	225										9			
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	226	-se-												
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	227	-lig												
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	228										10			
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	229													
19	19	37	37	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	230													
19	19	36	36	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	231													
19	19	145/4	145/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	232													
19	19	147/4	147/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	233													
19	19	149/4	149/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	234													
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	235													
19	19	36	36	2.0	0	0	Chord	2/4	3	2	1/2	1/2	1	236													
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	237	hab'												
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	238	ich												
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	239	im												
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	240	Her-												
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	241	-zens-												
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	242													
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	243										11			
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	244													
20	20	38	38	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	245													
20	20	153/4	153/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	246													
20	20	155/4	155/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	247													
20	20	157/4	157/4	0.0	5/16	5/16	Dynamic	2/4	3	1	0					p											
20	20	157/4	157/4	0.0	5/16	5/16	Spanner	2/4	3	1	0															9	
20	20	157/4	157/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	248												9	
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	249												9	
20	20	38	38	2.0	0	0	Chord	2/4	3	2	1/2	1/2	1	250												9	
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0					mf											
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	251	-grund,												
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	252	das												
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	253													
21	21	81/2	81/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	254													
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	255													
21	21	40	40	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	256												9	
21	21	161/4	161/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	257												9	
21	21	163/4	163/4	0.0	3/16	3/16	Dynamic	2/4	3	1	0					mf											
21	21	163/4	163/4	0.0	3/16	3/16	Spanner	2/4	3	1	0																
21	21	163/4	163/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	258													
21	21	165/4	165/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	259													
21	21	167/4	167/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0					mf											
21	21	167/4	167/4	0.0	7/16	7/16	Spanner	2/4	3	1	0															10	
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	260												10	
22	22	42	42	0.0	0	0	Dynamic	2/4	1	1	0					mf											
22	22	42	42	0.0	0	0	Spanner	2/4	1	1	0															11	
22	22	42	42	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	261	sieht											11	
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	262	so											11	
22	22	43	43	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	263	frisch											11	
22	22	175/4	175/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					f											
22	22	175/4	175/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	264	und												
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	265													
22	22	85/2	85/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	266													
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	267													
22	22	42	42	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	268												10	
22	22	169/4	169/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	269												10	
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	270												10	
22	22	43	43	0.25	1/4	1/4	Chord	2/4	3	1	1/16	1/16	1	271												10	
22	22	173/4	173/4	0.0	5/16	5/16	Dynamic	2/4	3	1	0					f											
22	22	173/4	173/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																
22	22	173/4	173/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	272													
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	273													
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	274	fröh-									12			
23	23	177/4	177/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																4
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	275													4
23	23	89/2	89/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16	1/8	3/2	276	-lich												4
23	23	181/4	181/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					mp											
23	23	181/4	181/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	277	mich												
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	278	an												
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	279	zu												
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	280													
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	281													
23	23	89/2	89/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					f											
23	23	89/2	89/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																5
23	23	89/2	89/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	282													5
23	23	91/2	91/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					mp											
23	23	91/2	91/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	283													
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	284													
23	23	44	44	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	285													
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16	1/16	1	286													
23	23	89/2	89/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4	1/4	1	287													
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16	1/16	1	288													
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	289													
24	24	46	46	0.0	0	0	StaffText	2/4	1	1	0							ritard.									
24	24	46	46	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0				
24	24	46	46	0.0	0	0	Dynamic	2/4	1	1	0					mp											
24	24	46	46	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	290	je-		articAccentAbove										
24	24	187/4	187/4	0.0	3/16	3/16	Dynamic	2/4	1	1	0					p											
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	291	-der,												
24	24	47	47	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	292	je-												
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	293	-der												
24	24	46	46	0.0	0	0	StaffText	2/4	2	1	0							ritard.									
24	24	46	46	0.0	0	0	Dynamic	2/4	2	1	0					p											
24	24	46	46	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	294													
24	24	383/8	383/8	0.0	15/32	15/32	Dynamic	2/4	2	1	0					p											
24	24	383/8	383/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	295										13			
24	24	47	47	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	296													
24	24	46	46	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	297													
24	24	47	47	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	298													
25	25	48	48	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	299	Stund'.												
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	300										13, 14			
25	25	48	48	0.75	0	0	Chord	2/4	2	2	3/16	1/8	3/2	301													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	302													
25	25	49	49	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	303													
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	304													
25	25	48	48	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	305													
25	25	193/4	193/4	0.0	1/16	1/16	Dynamic	2/4	3	1	0					p											
25	25	193/4	193/4	0.0	1/16	1/16	Spanner	2/4	3	1	0															12	
25	25	193/4	193/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	306												12	
25	25	195/4	195/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	307												12	
25	25	197/4	197/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	308												12	
25	25	199/4	199/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0					mp											
25	25	199/4	199/4	0.0	7/16	7/16	Spanner	2/4	3	1	0																
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	309													
26	26	50	50	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	310										13, 14			
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	311										14			
26	26	51	51	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	312										14			
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	313										14			
26	26	50	50	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	314													
26	26	101/2	101/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4	1/4	1	315													
26	26	50	50	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	316													
26	26	201/4	201/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	317													
26	26	203/4	203/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	318													
26	26	205/4	205/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	319													
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	320													
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	3	2	1/8	1/8	1	321													
27	27	105/2	105/2	0.0	1/8	1/8	Tempo	2/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0				
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	322										14			
27	27	105/2	105/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							ritard.						14			
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	323										14			
27	27	53	53	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	324										14			
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	325										14			
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	326										14			
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	327										14			
27	27	52	52	0.75	0	0	Chord	2/4	2	2	3/16	1/8	3/2	328													
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	329													
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	330													
27	27	107/2	107/2	0.0	3/8	3/8	Dynamic	2/4	2	2	0					mp											
27	27	107/2	107/2	0.0	3/8	3/8	Spanner	2/4	2	2	0															13	
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	331												13	
27	27	209/4	209/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8	1/8	1	332													
27	27	211/4	211/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8	1/8	1	333													
27	27	213/4	213/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8	1/8	1	334													
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	335													
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	3	2	1/16	1/16	1	336													
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	3	2	1/16	1/16	1	337										15			
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	3	2	1/16	1/16	1	338										15			
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	3	3	1/8	1/8	1	339													
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	340													
28	28	109/2	109/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					mf											
28	28	109/2	109/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																6
28	28	109/2	109/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	341										16			6
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	342										16			6
28	28	54	54	0.0	0	0	Dynamic	2/4	2	2	0					mf											6
28	28	54	54	0.0	0	0	Spanner	2/4	2	2	0																6
28	28	54	54	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	343													6
28	28	54	54	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	344													
28	28	109/2	109/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4	1/4	1	345										17			
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	346										17			
28	28	54	54	0.5	0	0	Chord	2/4	3	2	1/8	1/8	1	347													
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	348										16			6
29	29	113/2	113/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					mp											
29	29	113/2	113/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																
29	29	113/2	113/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	349													
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	350													
29	29	56	56	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	351										17			
29	29	113/2	113/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4	1/4	1	352													
29	29	115/2	115/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					p											
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	353													
30	30	58	58	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	354													
30	30	58	58	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	355													
